CYYN	Swift Current Airport	Swift Current	Saskatchewan	CA	50.291901	-107.691002
CYYO	Wynyard / W.B. Needham Field	Wynyard	Saskatchewan	CA	51.809888	-104.169788
CYYQ	Churchill Airport	Churchill	Manitoba	CA	58.739201	-94.065002
CYYR	Goose Bay Airport	Goose Bay	Newfoundland-and-Labrador	CA	53.319199	-60.425800
CYYT	St. John's International Airport	St. John's	Newfoundland-and-Labrador	CA	47.618599	-52.751900
CYYU	Kapuskasing Airport	Kapuskasing	Ontario	CA	49.413898	-82.467499
CYYW	Armstrong Airport	Armstrong	Ontario	CA	50.290298	-88.909698
CYYY	Mont Joli Airport	Mont-Joli	Quebec	CA	48.608601	-68.208099
CYYZ	Lester B. Pearson International Airport	Toronto	Ontario	CA	43.677200	-79.630600
CYZD	Downsview Airport	Toronto	Ontario	CA	43.742500	-79.465599
CYZE	Gore Bay Manitoulin Airport	Gore Bay	Ontario	CA	45.885300	-82.567802
CYZF	Yellowknife Airport	Yellowknife	Northwest-Territories	CA	62.462799	-114.440002
CYZG	Salluit Airport	Salluit	Quebec	CA	62.179401	-75.667198
CYZH	Slave Lake Airport	Slave Lake	Alberta	CA	55.293098	-114.777000
CYZP	Sandspit Airport	Sandspit	British-Columbia	CA	53.254299	-131.813995
CYZR	Chris Hadfield Airport	Sarnia	Ontario	CA	42.999401	-82.308899
CYZS	Coral Harbour Airport	Coral Harbour	Nunavut	CA	64.193298	-83.359398
CYZT	Port Hardy Airport	Port Hardy	British-Columbia	CA	50.680599	-127.366997
CYZU	Whitecourt Airport	Whitecourt	Alberta	CA	54.143902	-115.787003
CYZV	Sept-Iles Airport	Sept-Iles	Quebec	CA	50.223301	-66.265602
CYZW	Teslin Airport	Teslin	Yukon	CA	60.172798	-132.742996
CYZX	CFB Greenwood	Greenwood	Nova-Scotia	CA	44.984402	-64.916901
CYZY	Mackenzie Airport	Mackenzie	British-Columbia	CA	55.304401	-123.132004
CZAC	York Landing Airport	York Landing	Manitoba	CA	56.089401	-96.089203
CZAM	Salmon Arm Airport	Salmon Arm	British-Columbia	CA	50.682800	-119.228996
CZBA	Burlington Executive	Burlington	Ontario	CA	43.441453	-79.850103
CZBB	Vancouver / Boundary Bay Airport	Boundary Bay	British-Columbia	CA	49.074200	-123.012001
CZBD	Ilford Airport	Ilford	Manitoba	CA	56.061401	-95.613899
CZBF	Bathurst Airport	Bathurst	New-Brunswick	CA	47.629700	-65.738899
CZBM	Bromont (Roland Desourdy) Airport	Bromont	Quebec	CA	45.290798	-72.741402
CZEE	Kelsey Airport	Kelsey	Manitoba	CA	56.037498	-96.509697
CZEM	Eastmain River Airport	Eastmain River	Quebec	CA	52.226398	-78.522499
CZFA	Faro Airport	Faro	Yukon	CA	62.207500	-133.376007
CZFD	Fond-Du-Lac Airport	Fond-Du-Lac	Saskatchewan	CA	59.334400	-107.181999
CZFG	Pukatawagan Airport	Pukatawagan	Manitoba	CA	55.749199	-101.265999
CZFM	Fort Mcpherson Airport	Fort Mcpherson	Northwest-Territories	CA	67.407501	-134.860992
CZFN	Tulita Airport	Tulita	Northwest-Territories	CA	64.909698	-125.572998
CZGF	Grand Forks Airport	Grand Forks	British-Columbia	CA	49.015598	-118.431000
CZGI	Gods River Airport	Gods River	Manitoba	CA	54.839699	-94.078598
CZGR	Little Grand Rapids Airport	Little Grand Rapids	Manitoba	CA	52.045601	-95.465797
CZHP	High Prairie Airport	High Prairie	Alberta	CA	55.393600	-116.474998
CZJG	Jenpeg Airport	Jenpeg	Manitoba	CA	54.518902	-98.046097
CZJN	Swan River Airport	Swan River	Manitoba	CA	52.120602	-101.236000
CZKE	Kashechewan Airport	Kashechewan	Ontario	CA	52.282501	-81.677803
CZLQ	Thicket Portage Airport	Thicket Portage	Manitoba	CA	55.318901	-97.707802
CZMD	Muskrat Dam Airport	Muskrat Dam	Ontario	CA	53.441399	-91.762802
CZML	South Cariboo Region / 108 Mile Airport	108 Mile	British-Columbia	CA	51.736099	-121.333000
CZMN	Pikwitonei Airport	Pikwitonei	Manitoba	CA	55.588902	-97.164200
CZMT	Masset Airport	Masset	British-Columbia	CA	54.027500	-132.125000
CZNG	Poplar River Airport	Poplar River	Manitoba	CA	53.000000	-97.266701
CZNL	Nelson Airport	Nelson	British-Columbia	CA	49.494202	-117.301003
CZPB	Sachigo Lake Airport	Sachigo Lake	Ontario	CA	53.891102	-92.196404
CZPC	Pincher Creek Airport	Pincher Creek	Alberta	CA	49.520599	-113.997002
CZPO	Pinehouse Lake Airport	Pinehouse Lake	Saskatchewan	CA	55.528099	-106.582001
CZRJ	Round Lake (Weagamow Lake) Airport	Round Lake	Ontario	CA	52.943600	-91.312798
CZSJ	Sandy Lake Airport	Sandy Lake	Ontario	CA	53.064201	-93.344398
CZSN	South Indian Lake Airport	South Indian Lake	Manitoba	CA	56.792801	-98.907204
CZST	Stewart Airport	Stewart	British-Columbia	CA	55.935410	-129.982435
CZTA	Bloodvein River Airport	Bloodvein River	Manitoba	CA	51.783298	-96.699997
CZTM	Shamattawa Airport	Shamattawa	Manitoba	CA	55.865601	-92.081398
CZUC	Ignace Municipal Airport	Ignace	Ontario	CA	49.429699	-91.717796
CZUM	Churchill Falls Airport	Churchill Falls	Newfoundland-and-Labrador	CA	53.561901	-64.106400
CZVL	Edmonton / Villeneuve Airport	Edmonton	Alberta	CA	53.667500	-113.853996
CZWH	Lac Brochet Airport	Lac Brochet	Manitoba	CA	58.617500	-101.469002
CZWL	Wollaston Lake Airport	Wollaston Lake	Saskatchewan	CA	58.106899	-103.171997
DA10	Illizi Airport		Illizi	DZ	26.573601	8.483660
DA11	Hamaguir Airport		Bechar	DZ	30.879000	-3.067750
DA12	El Abiodh Sidi Cheikh Airport		El-Bayadh	DZ	32.898499	0.524694
DA13	Tinfouchy Airport		Tindouf	DZ	28.879299	-5.822900
DA14	Mostaganem Airport		Mostaganem	DZ	35.908798	0.149383
DA15	Saida Airport		Saida	DZ	34.897202	0.151694
DA16	Tindouf East Airport		Tindouf	DZ	27.585899	-7.500110
DAAB	Blida Airport		Blida	DZ	36.503601	2.814170
DAAD	Bou Saada Airport		M'Sila	DZ	35.332500	4.206390
DAAE	Soummam Airport	Bejaia	Bejaia	DZ	36.712002	5.069920
DAAG	Houari Boumediene Airport	Algiers	Algiers	DZ	36.691002	3.215410
DAAJ	Djanet Inedbirene Airport	Djanet	Illizi	DZ	24.292801	9.452440
DAAK	Boufarik Airport		Blida	DZ	36.545799	2.876110
DAAM	Telerghma Airport	Telerghma	Mila	DZ	36.108700	6.364600
DAAN	Reggane Airport		Adrar	DZ	26.710100	0.285647
DAAP	Illizi Takhamalt Airport	Illizi	Illizi	DZ	26.723499	8.622650
DAAQ	Ain Oussera Airport		Djelfa	DZ	35.525398	2.878710
DAAS	Ain Arnat Airport	Setif	Setif	DZ	36.178101	5.324490
DAAT	Aguenar – Hadj Bey Akhamok Airport	Tamanrasset	Tamanrasset	DZ	22.811501	5.451080
DAAV	Jijel Ferhat Abbas Airport	Jijel	Jijel	DZ	36.795101	5.873610
DAAW	Bordj Omar Driss Airport	Bordj Omar Driss	Illizi	DZ	28.131399	6.833610
DAAY	Mecheria Airport	Mecheria	Naama	DZ	33.535900	-0.242353
DAAZ	Relizane Airport		Relizane	DZ	35.752201	0.626272
DABB	Annaba Airport	Annabah	Annaba	DZ	36.822201	7.809170
DABC	Mohamed Boudiaf International Airport	Constantine	Constantine	DZ	36.276001	6.620390
DABO	Oum el Bouaghi airport	Oum El Bouaghi	Oum-el-Bouaghi	DZ	35.879700	7.270800
DABS	Cheikh Larbi Tebessi Airport	Tebessi	Tebessa	DZ	35.431599	8.120720
DABT	Batna Airport	Batna	Batna	DZ	35.752102	6.308590
DAFH	Hassi R'Mel Airport		Laghouat	DZ	32.930401	3.311540
DAFI	Tsletsi Airport		Djelfa	DZ	34.665700	3.351000
DALH	Dalhousie Airport		South-Australia	AU	-26.429001	135.505997
DAOB	Bou Chekif Airport	Tiaret	Tiaret	DZ	35.341099	1.463150
DAOC	Ouakda Airport	Bechar	Bechar	DZ	31.642500	-2.183890
DAOE	Bou Sfer Airport		Oran	DZ	35.735401	-0.805389
DAOF	Tindouf Airport	Tindouf	Tindouf	DZ	27.700399	-8.167100
DAOI	Ech Cheliff Airport		Chlef	DZ	36.212700	1.331770
DAOL	Tafaraoui Airport		Oran	DZ	35.542400	-0.532278
DAON	Zenata – Messali El Hadj Airport	Tlemcen	Tlemcen	DZ	35.016701	-1.450000
DAOO	Es Senia Airport	Oran	Oran	DZ	35.623901	-0.621183
DAOR	Bechar Boudghene Ben Ali Lotfi Airport	Bechar	Bechar	DZ	31.645700	-2.269860
DAOS	Sidi Bel Abbes Airport		Sidi-Bel-Abbes	DZ	35.171799	-0.593275
DAOV	Ghriss Airport		Mascara	DZ	35.207699	0.147142
DAOY	El Bayadh Airport	El Bayadh	El-Bayadh	DZ	33.721667	1.092500
DATG	In Guezzam Airport	In Guezzam	Tamanrasset	DZ	19.566999	5.750000
DATM	Bordj Badji Mokhtar Airport	Bordj Badji Mokhtar	Adrar	DZ	21.375000	0.923889
DAUA	Touat Cheikh Sidi Mohamed Belkebir Airport		Adrar	DZ	27.837601	-0.186414
DAUB	Biskra Airport	Biskra	Biskra	DZ	34.793301	5.738230
DAUE	El Golea Airport		Ghardaia	DZ	30.571301	2.859590
DAUG	Noumerat - Moufdi Zakaria Airport	Ghardaia	Ghardaia	DZ	32.384102	3.794110
DAUH	Oued Irara Airport	Hassi Messaoud	Ouargla	DZ	31.673000	6.140440
DAUI	In Salah Airport	In Salah	Tamanrasset	DZ	27.250999	2.512020
DAUK	Touggourt Sidi Madhi Airport	Touggourt	Ouargla	DZ	33.067799	6.088670
DAUL	Laghouat Airport	Laghouat	Laghouat	DZ	33.764400	2.928340
DAUO	Guemar Airport	Guemar	El-Oued	DZ	33.511398	6.776790
DAUT	Timimoun Airport	Timimoun	Adrar	DZ	29.237101	0.276033
DAUU	Ain el Beida Airport	Ouargla	Ouargla	DZ	31.917200	5.412780
DAUZ	In Amenas Airport	Amenas	Illizi	DZ	28.051500	9.642910
DBBB	Cadjehoun Airport	Cotonou	Atlantique	BJ	6.357230	2.384350
DBBC	Cana Airport	Bohicon	Zou	BJ	7.167000	2.067000
DBBD	Djougou Airport	Djougou	Atakora	BJ	9.692083	1.637778
DBBK	Kandi Airport	Kandi	Alibori	BJ	11.133000	2.933000
DBBN	Natitingou Airport	Natitingou		BJ	10.317000	1.383000
DBBO	Porga Airport	Porga	Atakora	BJ	11.033000	0.983000
DBBP	Parakou Airport	Parakou	Borgou	BJ	9.357690	2.609680
DBBR	Bembereke Airport	Bembereke	Borgou	BJ	10.283000	2.700000
DBBS	Save Airport	Save	Zou	BJ	8.018170	2.464580
DE00	Doyle's Airport	Felton	Delaware	US	39.020699	-75.577103
DE04	Newberg Airport	Smyrna	Delaware	US	39.291698	-75.574997
DE07	Flying C Airport	Hartly	Delaware	US	39.144299	-75.691299
DE09	Johnsons Airport	Magnolia	Delaware	US	39.068199	-75.488503
DE10	Kimbowrosa Farm Airport	Milford	Delaware	US	38.966801	-75.466301
DE11	Drummond Airport	Milford	Delaware	US	38.905701	-75.401001
DE12	Owens Field	Ellendale	Delaware	US	38.805698	-75.412697
DE14	Huey Airport	Bridgeville	Delaware	US	38.743999	-75.534897
DE15	Pevey Airport	Seaford	Delaware	US	38.612598	-75.699699
DE17	Sugar Hill Airport	Greenwood	Delaware	US	38.777901	-75.583298
DE19	Duffy's Airport	Townsend	Delaware	US	39.325802	-75.741600
DE20	Spirit Airpark	Townsend	Delaware	US	39.373600	-75.745796
DE21	West Private Airport	Roxana	Delaware	US	38.517300	-75.165497
DE23	Ockel Farms Airport	Milton	Delaware	US	38.750301	-75.360001
DE25	Eagle Crest-Hudson Airport	Milton	Delaware	US	38.776100	-75.233597
DE27	Warrington Field	Selbyville	Delaware	US	38.462601	-75.174896
DE29	Scotty's Place Airport	Smyrna	Delaware	US	39.375099	-75.644096
DE32	Belfair Airport	Felton	Delaware	US	38.974998	-75.616699
DE33	Okolona Plantation Airport	Middletown	Delaware	US	39.482800	-75.697502
DE34	Townsend A Airport	Townsend	Delaware	US	39.414299	-75.663002
DE49	Josephs Airport	Georgetown	Delaware	US	38.637600	-75.355202
DFCA	Kaya Airport	Kaya		BF	13.067000	-1.100000
DFCB	Barsalogho Airport	Barsalogho		BF	13.400000	-1.067000
DFCC	Ouahigouya Airport	Ouahigouya		BF	13.567000	-2.417000
DFCD	Didyr Airport	Didyr	Centre-Ouest	BF	12.550000	-2.617000
DFCE	Batie Airport	Batie	Sud-Ouest	BF	9.883000	-2.917000
DFCG	Kongoussi Airport	Kongoussi	Centre-Nord	BF	13.317000	-1.533000
DFCI	Titao Airport	Titao	Nord	BF	13.767000	-2.083000
DFCJ	Djibo Airport	Djibo	Sahel	BF	14.100000	-1.633000
DFCK	Koudougou Airport	Koudougou	Centre-Ouest	BF	12.267000	-2.400000
DFCL	Leo Airport	Leo		BF	11.100000	-2.100000
DFCM	Manga Airport	Manga	Centre-Sud	BF	11.667000	-1.067000
DFCP	Po Airport	Po	Centre-Sud	BF	11.150000	-1.150000
DFCR	Poura Airport	Poura	Boucle-du-Mouhoun	BF	11.617000	-2.750000
DFCS	Seguenega Airport	Seguenega	Nord	BF	13.433000	-2.000000
DFCT	Tenado Airport	Tenado	Centre-Ouest	BF	12.200000	-2.583000
DFCU	Gourcy Airport	Gourcy	Nord	BF	13.200000	-2.367000
DFCY	Yako Airport	Yako	Nord	BF	12.950000	-2.283000
DFEA	Boulsa Airport	Boulsa		BF	12.650000	-0.567000
DFEB	Bogande Airport	Bogande		BF	12.983000	-0.167000
DFEC	Komin-Yanga Airport	Komin-Yanga	Centre-Est	BF	11.700000	0.150000
DFED	Diapaga Airport	Diapaga		BF	12.050000	1.783000
DFEE	Dori Airport	Dori	Sahel	BF	14.033000	-0.033000
DFEF	Fada N'gourma Airport	Fada N'gourma	Est	BF	12.033000	0.350000
DFEG	Gorom-Gorom Airport	Gorom-Gorom	Sahel	BF	14.450000	-0.233000
DFEK	Koupela Airport	Koupela	Centre-Est	BF	12.167000	-0.300000
DFEL	Kantchari Airport	Kantchari		BF	12.467000	1.500000
DFEM	Tambao Airport	Tambao	Sahel	BF	14.800000	0.050000
DFEO	Zorgo Airport	Zorgo	Plateau-Central	BF	12.250000	-0.617000
DFEP	Pama Airport	Pama		BF	11.250000	0.700000
DFER	Arly Airport	Arly		BF	11.597000	1.483000
DFES	Sebba Airport	Sebba	Sahel	BF	13.450000	0.517000
DFET	Tenkodogo Airport	Tenkodogo		BF	11.800000	-0.367000
DFEY	Ouargaye Airport	Ouargaye	Centre-Est	BF	11.517000	0.050000
DFEZ	Zabre Airport	Zabre		BF	11.167000	-0.617000
DFFD	Ouagadougou Airport	Ouagadougou		BF	12.353200	-1.512420
DFOA	Dano Airport	Dano	Sud-Ouest	BF	11.133000	-3.067000
DFOB	Banfora Airport	Banfora	Cascades	BF	10.683000	-4.717000
DFOD	Dedougou Airport	Dedougou		BF	12.459000	-3.490000
DFOF	Safane Airport	Safane	Boucle-du-Mouhoun	BF	12.150000	-3.183000
DFOG	Gaoua Airport	Gaoua	Sud-Ouest	BF	10.299200	-3.250830
DFOH	Hounde Airport	Hounde	Hauts-Bassins	BF	11.483000	-3.517000
DFOL	Loumana Airport	Loumana	Cascades	BF	10.567000	-5.350000
DFON	Nouna Airport	Nouna		BF	12.750000	-3.867000
DFOO	Bobo Dioulasso Airport	Bobo Dioulasso	Hauts-Bassins	BF	11.160100	-4.330970
DFOR	Orodara Airport	Orodara		BF	10.983000	-4.933000
DFOS	Sideradougou Airport	Sideradougou	Cascades	BF	10.667000	-4.267000
DFOT	Tougan Airport	Tougan	Boucle-du-Mouhoun	BF	13.067000	-3.067000
DFOU	Diebougou Airport	Diebougou		BF	10.950000	-3.250000
DFOY	Aribinda Airport	Aribinda	Sahel	BF	14.217000	-0.883000
DGAA	Kotoka International Airport	Accra		GH	5.605190	-0.166786
DGLE	Tamale Airport	Tamale		GH	9.557190	-0.863214
DGLN	Navrongo Airport	Navrongo		GH	10.900000	-1.100000
DGLW	Wa Airport	Wa		GH	10.082700	-2.507690
DGLY	Yendi Airport	Yendi	Northern	GH	9.425000	-0.004722
DGSI	Kumasi Airport	Kumasi		GH	6.714560	-1.590820
DGSN	Sunyani Airport	Sunyani	Brong-Ahafo	GH	7.361830	-2.328760
DGTK	Takoradi Airport	Sekondi-Takoradi	Western	GH	4.896060	-1.774760
DIAP	Port Bouet Airport	Abidjan	Lagunes	CI	5.261390	-3.926290
DIAU	Abengourou Airport	Abengourou		CI	6.715560	-3.470280
DIBC	Bocanda Airport	Bocanda		CI	7.033000	-4.533000
DIBI	Boundiali Airport	Boundiali		CI	9.533000	-6.467000
DIBK	Bouake Airport		Vallee-du-Bandama	CI	7.738800	-5.073670
DIBN	Bouna Airport	Bouna		CI	9.277500	-3.025280
DIBU	Soko Airport	Bondoukou		CI	8.017220	-2.761940
DIDB	Dabou Airport	Dabou		CI	5.351385	-4.403458
DIDK	Dimbokro Airport	Dimbokro	Lacs	CI	6.651670	-4.640560
DIDL	Daloa Airport		Sassandra-Marahoue	CI	6.792810	-6.473190
DIFK	Ferkessedougou Airport	Ferkessedougou		CI	9.600000	-5.200000
DIGA	Gagnoa Airport	Gagnoa	Goh-Djiboua	CI	6.133000	-5.950000
DIGL	Guiglo Airport	Guiglo		CI	6.524990	-7.478610
DIGN	Nero-Mer Airport	Grand-Bereby	Bas-Sassandra	CI	4.643413	-6.923962
DIKO	Korhogo Airport		Savanes	CI	9.387180	-5.556660
DIMN	Man Airport		Montagnes	CI	7.272070	-7.587360
DIOD	Odienne Airport	Odienne	Denguele	CI	9.500000	-7.567000
DIOF	Ouango Fitini Airport	Ouango Fitini		CI	9.600000	-4.050000
DISG	Seguela Airport	Seguela	Woroba	CI	7.968330	-6.710830
DISP	San Pedro Airport		Bas-Sassandra	CI	4.746720	-6.660820
DISS	Sassandra Airport	Sassandra		CI	4.928330	-6.132780
DITB	Tabou Airport	Tabou		CI	4.437809	-7.362728
DIYO	Yamoussoukro Airport	Yamoussoukro	Yamoussoukro-Autonomous-District	CI	6.903170	-5.365580
DN50	Shiroro Airport		Niger	NG	9.884650	6.818630
DN51	Ajaokuta Airport		Kogi	NG	7.457240	6.461130
DN53	Kaduna Old Airport		Kaduna	NG	10.598900	7.448710
DN54	Bajoga Northeast Airport	Bajoga	Gombe	NG	10.919900	11.501200
DN55	Eket Airport		Akwa-Ibom	NG	4.642180	7.949040
DN56	Escravos Airport		Delta	NG	5.625320	5.192380
DNAA	Nnamdi Azikiwe International Airport	Abuja	FCT	NG	9.006790	7.263170
DNAK	Akure Airport	Akure	Ondo	NG	7.246740	5.301010
DNAS	Asaba International Airport	Asaba	Delta	NG	6.203333	6.658889
DNBE	Benin Airport	Benin	Edo	NG	6.316980	5.599500
DNBI	Bida Airport	Bida	Niger	NG	9.100000	6.017000
DNCA	Margaret Ekpo International Airport	Calabar	Cross-River	NG	4.976020	8.347200
DNEN	Akanu Ibiam International Airport	Enegu	Enugu	NG	6.474270	7.561960
DNGO	Gombe Lawanti International Airport	Gombe	Bauchi	NG	10.298333	10.896389
DNGU	Gusau Airport	Gusau	Zamfara	NG	12.171700	6.696110
DNIB	Ibadan Airport	Ibadan	Oyo	NG	7.362460	3.978330
DNIL	Ilorin International Airport	Ilorin	Kwara	NG	8.440210	4.493920
DNIM	Sam Mbakwe International Airport	Owerri	Imo	NG	5.427060	7.206030
DNJO	Yakubu Gowon Airport	Jos	Plateau	NG	9.639830	8.869050
DNKA	Kaduna Airport	Kaduna	Kaduna	NG	10.696000	7.320110
DNKN	Mallam Aminu International Airport	Kano	Kano	NG	12.047600	8.524620
DNMA	Maiduguri International Airport	Maiduguri	Borno	NG	11.855300	13.080900
DNMK	Makurdi Airport	Makurdi	Benue	NG	7.703880	8.613940
DNMM	Murtala Muhammed International Airport	Lagos	Lagos	NG	6.577370	3.321160
DNMN	Minna Airport	Minna	Niger	NG	9.652170	6.462260
DNOS	Oshogbo Airport	Oshogbo	Osun	NG	7.783000	4.483000
DNPO	Port Harcourt International Airport	Port Harcourt	Rivers	NG	5.015490	6.949590
DNSO	Sadiq Abubakar III International Airport	Sokoto	Sokoto	NG	12.916300	5.207190
DNTZ	Enfidha Zine El Abidine Ben Ali International Airport	Enfidha	Susah	TN	36.075833	10.438611
DNYO	Yola Airport	Yola	Adamawa	NG	9.257550	12.430400
DNZA	Zaria Airport	Zaria	Kaduna	NG	11.130200	7.685810
DRRA	Tessaoua Airport	Tessaoua	Maradi	NE	13.767000	8.017000
DRRB	Birni-N'Konni Airport	Birni-N'Konni	Tahoua	NE	13.801500	5.242360
DRRC	Dogondoutchi Airport	Dogondoutchi	Dosso	NE	13.667000	4.100000
DRRD	Dosso Airport	Dosso	Dosso	NE	13.048125	3.220968
DRRE	Tera Airport	Tera	Niamey	NE	13.950000	0.733000
DRRG	Gaya Airport	Gaya	Dosso	NE	11.883000	3.433000
DRRI	Bilma Airport	Bilma	Agadez	NE	18.686701	12.919200
DRRL	Tillabery Airport	Tillabery	Niamey	NE	14.200000	1.467000
DRRM	Maradi Airport	Maradi	Maradi	NE	13.502500	7.126750
DRRN	Diori Hamani International Airport	Niamey	Niamey	NE	13.481500	2.183610
DRRP	La Tapoa Airport	La Tapoa	Niamey	NE	12.483000	2.400000
DRRT	Tahoua Airport	Tahoua	Tahoua	NE	14.875700	5.265360
DRRU	Ouallam Airport	Ouallam	Tillaberi	NE	14.333000	2.083000
DRZA	Mano Dayak International Airport	Agadez	Agadez	NE	16.966000	8.000110
DRZD	Dirkou Airport		Agadez	NE	18.968700	12.868700
DRZF	Diffa Airport	Diffa	Diffa	NE	13.372900	12.626700
DRZG	Goure Airport	Goure	Zinder	NE	13.983600	10.274900
DRZI	Iferouane Airport	Iferouane	Agadez	NE	19.066999	8.367000
DRZL	Arlit Airport	Arlit	Agadez	NE	18.790400	7.365950
DRZM	Maine-Soroa Airport	Maine-Soroa	Diffa	NE	13.205500	12.032300
DRZN	N'Guigmi Airport	N'Guigmi	Diffa	NE	14.251000	13.129000
DRZR	Zinder Airport	Zinder	Zinder	NE	13.779000	8.983760
DRZT	Tanout Airport	Tanout	Zinder	NE	14.970300	8.891670
DT70	Medenine Airport	Medenine	Madanin	TN	33.350201	10.444000
DTKA	Tabarka 7 Novembre Airport	Tabarka	Jundubah	TN	36.980000	8.876940
DTMB	Monastir Habib Bourguiba International Airport	Monastir	Al-Munastir	TN	35.758099	10.754700
DTTA	Tunis Carthage International Airport	Tunis	Tunis	TN	36.851002	10.227200
DTTB	Sidi Ahmed Air Base	Sidi Ahmed	Banzart	TN	37.245399	9.791450
DTTD	Remada Air Base	Remada	Tataouine	TN	32.306198	10.382100
DTTF	Gafsa Ksar International Airport	Gafsa	Gafsa	TN	34.422001	8.822500
DTTG	Gabes Matmata International Airport	Gabes	Qabis	TN	33.876900	10.103300
DTTI	Borj El Amri Airport	Borj El Amri	Ariana	TN	36.721298	9.943150
DTTJ	Djerba Zarzis International Airport	Djerba	Madanin	TN	33.875000	10.775500
DTTR	El Borma Airport	El Borma	Tataouine	TN	31.704300	9.254620
DTTX	Sfax Thyna International Airport	Sfax	Safaqis	TN	34.717999	10.691000
DTTZ	Tozeur Nefta International Airport	Tozeur	Tawzar	TN	33.939701	8.110560
DXAK	Akpaka Airport	Atakpame		TG	7.583000	1.117000
DXDP	Djangou Airport	Djangou		TG	10.800000	0.250000
DXKP	Kolokope Airport	Anie		TG	7.800000	1.283000
DXMG	Sansanne-Mango Airport	Mango		TG	10.373011	0.471382
DXNG	Niamtougou International Airport	Niamtougou	Kara	TG	9.767330	1.091250
DXSK	Sokode Airport	Sokode	Centrale	TG	8.983000	1.150000
DXXX	Lome-Tokoin Airport	Lome	Maritime	TG	6.165610	1.254510
EBAM	Amougies Airport	Mont-de-l'Enclus	Wallonia	BE	50.740101	3.484900
EBAR	Sterpenich Airport	Arlon	Wallonia	BE	49.662800	5.886940
EBAV	Avernas-le-Bauduin Airport	Hannut	Wallonia	BE	50.706699	5.068060
EBAW	Antwerp International Airport (Deurne)	Antwerp	Flanders	BE	51.189400	4.460280
EBBE	Beauvechain Air Base	Beauvechain	Wallonia	BE	50.758598	4.768330
EBBG	Michamps Airport	Bastogne	Wallonia	BE	50.052799	5.798610
EBBL	Kleine Brogel Air Base	Kleine Brogel	Flanders	BE	51.168301	5.470000
EBBN	Bullingen Airport	Bullingen	Wallonia	BE	50.415001	6.276390
EBBO	Mogimont Airport	Bouillon	Wallonia	BE	49.866402	5.068060
EBBR	Brussels Airport	Brussels	Flanders	BE	50.901402	4.484440
EBBT	Brasschaat Air Base	Brasschaat	Flanders	BE	51.340801	4.504400
EBBW	Wonck Airport	Bassenge	Flanders	BE	50.778301	5.616670
EBBX	Jehonville Air Base	Bertrix	Wallonia	BE	49.891701	5.223890
EBBY	Baisy-Thy Airport	Genappe	Wallonia	BE	50.568611	4.434722
EBBZ	Buzet Airstrip	Pont-A-Celles	Wallonia	BE	50.541698	4.381110
EBCF	Cerfontaine Nouv Airport	Cerfontaine	Wallonia	BE	50.152802	4.387220
EBCI	Brussels South Charleroi Airport	Brussels	Wallonia	BE	50.459202	4.453820
EBCR	Ronvaux Airport	Ciney	Wallonia	BE	50.247223	5.113889
EBCS	Saint-Remy Airport	Chimay	Wallonia	BE	50.058300	4.281940
EBCV	Chievres Air Base	Chievres	Wallonia	BE	50.575802	3.831000
EBDT	Schaffen Airport	Diest	Flanders	BE	50.999199	5.065560
EBFN	Koksijde Air Base	Koksijde	Flanders	BE	51.090302	2.652780
EBFS	Florennes Air Base	Florennes	Wallonia	BE	50.243301	4.645830
EBGB	Grimbergen Airport	Grimbergen	Flanders	BE	50.949402	4.393330
EBGG	Overboelare Airport	Geraardsbergen	Flanders	BE	50.755600	3.863890
EBHE	Couthuin Airport	Heron	Wallonia	BE	50.538898	5.109170
EBHN	Hoevenen Airport	Hoevenen	Flanders	BE	51.306099	4.387220
EBIS	Ath/Isieres Airport	Isieres	Wallonia	BE	50.664200	3.804440
EBKH	Balekeiheuvel Airport	Balen	Flanders	BE	51.178299	5.220920
EBKT	Wevelgem Airport	Wevelgem	Flanders	BE	50.817200	3.204720
EBLB	Elsenborn Airport	Butgenbach	Wallonia	BE	50.481701	6.181940
EBLE	Beverlo Air Base	Leopoldsburg	Flanders	BE	51.119400	5.300830
EBLG	Liege Airport	Liege	Wallonia	BE	50.637402	5.443220
EBLI	Lierneux Airport	Lierneux	Wallonia	BE	50.286701	5.836390
EBLN	Liernu Airport	Eghezee	Wallonia	BE	50.580601	4.792500
EBMG	Matagne-la-Petite Airport	Doische	Wallonia	BE	50.104698	4.638060
EBML	Maillen Airport	Assesse	Wallonia	BE	50.374199	4.927780
EBMO	Moorsele Airport	Moorsele	Flanders	BE	50.852798	3.147310
EBNE	Neerpelt Airport	Neerpelt	Flanders	BE	51.211945	5.478611
EBNM	Suarlee Airport	Namur	Wallonia	BE	50.487999	4.768920
EBNO	Outer Airport	Ninove	Flanders	BE	50.854401	3.985280
EBOR	Orchimont Airport	Vresse-Sur-Semois	Wallonia	BE	49.907200	4.936390
EBOS	Ostend-Bruges International Airport	Ostend	Flanders	BE	51.198898	2.862220
EBSG	Saint-Ghislain Airport	Saint Ghislain	Wallonia	BE	50.457500	3.820280
EBSH	St Hubert Airport	Saint Hubert	Wallonia	BE	50.035900	5.404250
EBSL	Zutendaal Air Base	Zutendaal	Flanders	BE	50.947498	5.590560
EBSP	Spa (la Sauveniere) Airport	Spa	Wallonia	BE	50.482498	5.910300
